close,high,low,open,symbol,volume,id,key,subkey,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
136.01,137.877,135.85,136.62,AAPL,76774213,HISTORICAL_PRICES,AAPL,,2021-02-09,1628263001000,0.051000695464029,0.051000695464029,136.62,136.01,137.877,135.85,76774213,136.1843,135.5762,137.4373,135.4168,76774213,"Feb 9, 21",-0.9000000000000057,-0.0066
135.39,136.99,134.4,136.48,AAPL,73046563,HISTORICAL_PRICES,AAPL,,2021-02-10,1628263006000,0.0462097210416504,0.0462097210416504,136.48,135.39,136.99,134.4,73046563,136.0447,134.9582,136.5531,133.9714,73046563,"Feb 10, 21",-0.6200000000000045,-0.0046
135.13,136.39,133.77,135.9,AAPL,64280029,HISTORICAL_PRICES,AAPL,,2021-02-11,1628263081000,0.0442006027354918,0.0442006027354918,135.9,135.13,136.39,133.77,64280029,135.4666,134.6991,135.955,133.3434,64280029,"Feb 11, 21",-0.2599999999999909,-0.0019
135.37,135.53,133.6921,134.35,AAPL,60145130,HISTORICAL_PRICES,AAPL,,2021-02-12,1628263067000,0.0460551734796384,0.0460551734796384,134.35,135.37,135.53,133.6921,60145130,133.9215,134.9383,135.0978,133.2657,60145130,"Feb 12, 21",0.2400000000000091,0.0018
133.19,136.01,132.79,135.49,AAPL,80576316,HISTORICAL_PRICES,AAPL,,2021-02-16,1628263007000,0.0292094892203075,0.0292094892203075,135.49,133.19,136.01,132.79,80576316,135.0579,132.7652,135.5762,132.3665,80576316,"Feb 16, 21",-2.180000000000007,-0.0161
130.84,132.22,129.47,131.25,AAPL,98085249,HISTORICAL_PRICES,AAPL,,2021-02-17,1628263045000,0.011050150683873,0.011050150683873,131.25,130.84,132.22,129.47,98085249,130.8314,130.4227,131.7983,129.0571,98085249,"Feb 17, 21",-2.3499999999999943,-0.0176
129.71,129.995,127.41,129.2,AAPL,96856748,HISTORICAL_PRICES,AAPL,,2021-02-18,1628263063000,0.0023182134301832,0.0023182134301832,129.2,129.71,129.995,127.41,96856748,128.788,129.2963,129.5804,127.0037,96856748,"Feb 18, 21",-1.1299999999999957,-0.0086
129.87,130.71,128.8,130.24,AAPL,87668834,HISTORICAL_PRICES,AAPL,,2021-02-19,1628263183000,0.0035545939262808,0.0035545939262808,130.24,129.87,130.71,128.8,87668834,129.8246,129.4558,130.2931,128.3892,87668834,"Feb 19, 21",0.1599999999999966,0.0012
126.0,129.72,125.6,128.01,AAPL,103916419,HISTORICAL_PRICES,AAPL,,2021-02-22,1628263021000,-0.0263503593230816,-0.0263503593230816,128.01,126.0,129.72,125.6,103916419,127.6018,125.5982,129.3063,125.1994,103916419,"Feb 22, 21",-3.870000000000005,-0.0298
125.86,126.71,118.39,123.76,AAPL,158273022,HISTORICAL_PRICES,AAPL,,2021-02-23,1628262978000,-0.0274321922571671,-0.0274321922571671,123.76,125.86,126.71,118.39,158273022,123.3653,125.4586,126.3059,118.0124,158273022,"Feb 23, 21",-0.1400000000000005,-0.0011
125.35,125.56,122.23,124.94,AAPL,111039904,HISTORICAL_PRICES,AAPL,,2021-02-24,1628262974000,-0.0313731550884784,-0.0313731550884784,124.94,125.35,125.56,122.23,111039904,124.5415,124.9502,125.1596,121.8402,111039904,"Feb 24, 21",-0.5100000000000051,-0.0041
120.99,126.4585,120.54,124.68,AAPL,148199540,HISTORICAL_PRICES,AAPL,,2021-02-25,1628263122000,-0.0650645236071401,-0.0650645236071401,124.68,120.99,126.4585,120.54,148199540,124.2824,120.6041,126.0552,120.1556,148199540,"Feb 25, 21",-4.359999999999999,-0.0348
121.26,124.85,121.2,122.59,AAPL,164560394,HISTORICAL_PRICES,AAPL,,2021-02-26,1628263122000,-0.0629781315199752,-0.0629781315199752,122.59,121.26,124.85,121.2,164560394,122.199,120.8733,124.4518,120.8135,164560394,"Feb 26, 21",0.2700000000000102,0.0022
127.79,127.93,122.79,123.75,AAPL,116307892,HISTORICAL_PRICES,AAPL,,2021-03-01,1628262974000,-0.0125183525229888,-0.0125183525229888,123.75,127.79,127.93,122.79,116307892,123.3553,127.3825,127.522,122.3984,116307892,"Mar 1, 21",6.530000000000001,0.0539
125.12,128.72,125.01,128.41,AAPL,102260945,HISTORICAL_PRICES,AAPL,,2021-03-02,1628263082000,-0.0331504520516188,-0.0331504520516188,128.41,125.12,128.72,125.01,102260945,128.0005,124.721,128.3095,124.6113,102260945,"Mar 2, 21",-2.6700000000000017,-0.0209
122.06,125.71,121.84,124.81,AAPL,112966340,HISTORICAL_PRICES,AAPL,,2021-03-03,1628262978000,-0.0567962290394868,-0.0567962290394868,124.81,122.06,125.71,121.84,112966340,124.412,121.6707,125.3091,121.4514,112966340,"Mar 3, 21",-3.0600000000000023,-0.0245
120.13,123.6,118.62,121.75,AAPL,178154975,HISTORICAL_PRICES,AAPL,,2021-03-04,1628263007000,-0.0717100687736651,-0.0717100687736651,121.75,120.13,123.6,118.62,178154975,121.3617,119.7469,123.2058,118.2417,178154975,"Mar 4, 21",-1.9300000000000068,-0.0158
121.42,121.935,117.57,120.98,AAPL,153766601,HISTORICAL_PRICES,AAPL,,2021-03-05,1628263007000,-0.0617417510238775,-0.0617417510238775,120.98,121.42,121.935,117.57,153766601,120.5942,121.0328,121.5461,117.1951,153766601,"Mar 5, 21",1.2900000000000065,0.0107
116.36,121.0,116.21,120.93,AAPL,154376610,HISTORICAL_PRICES,AAPL,,2021-03-08,1628262974000,-0.1008422842129665,-0.1008422842129665,120.93,116.36,121.0,116.21,154376610,120.5443,115.9889,120.6141,115.8394,154376610,"Mar 8, 21",-5.060000000000002,-0.0417
121.085,122.06,118.79,119.03,AAPL,129525780,HISTORICAL_PRICES,AAPL,,2021-03-09,1628263064000,-0.0643304226875821,-0.0643304226875821,119.03,121.085,122.06,118.79,129525780,118.6504,120.6988,121.6707,118.4112,129525780,"Mar 9, 21",4.724999999999994,0.0406
